sentence,label
"Setup Moisture prevention, keep gunny bags well-ventilated checks, and checkpost processing ke liye Material Gate Pass and Triplicate Unloading Voucher ready verified hona chahiye.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
Route map setting: Stick to designated dangerous goods transit pathways.,ROUTE_RESTRICTION
Strict unloading timing: Early morning before 05:00 AM.,DEADLINE_SET
"Setup Temperature sensitive, clean crates requirement checks, and checkpost processing ke liye e-Way Bill must match physical bundle count exactly at border check verified hona chahiye.",COMPLIANCE_NOTE
"Bhai, Frozen Food (Ready-to-Eat Meals) ka critical consignment hai.",HANDLING_INSTRUCTION
Route me Avoid waterlogging-prone routes and low-security zones follow karna aur Early morning before 04:00 AM tak deliver kar dena.,DEADLINE_SET
"HAZMAT Non-Flammable Gas Class 2, high pressure locks verification maintain rakhna, checkpost pe Gate Pass & Triplicate Invoice copy needed at factory gate check hoga.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Maal hai Frozen Food (Frozen Fish Fillets).,HANDLING_INSTRUCTION
"Location ke liye Smooth surfaces only, strictly avoid under-construction bypass roads ka use karein aur Before afternoon 01:00 PM tak har haal me pahuchein.",DEADLINE_SET
"Shock-sensitive cargo, high-security padlock, fragile ka khyal rakhna, Weight Bridge Slip (Kanta Parchi) mandatory at entry sath hona chahiye.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Maal hai Frozen Food (Ready-to-Eat Meals).,HANDLING_INSTRUCTION
"Location ke liye Shortest market connection lane, bypass checkpoint lines ka use karein aur Within 6 hours window tak har haal me pahuchein.",DEADLINE_SET
"Chilled container (Maintain 14°C to 18°C), zero moisture drop ka khyal rakhna, OTP verification authorization validation activated on terminal map sath hona chahiye.",VEHICLE_REQUIREMENT
"Dekho bhai, Luxury Motorcycles loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, High-security strategic expressway, avoid unmonitored road segments safe rahega.",ROUTE_RESTRICTION
Subah Afternoon slot (01:30 PM - 04:30 PM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Class 3 Flammable Liquid, zero ignition source zone hai, and custom pe Animal husbandry product verification transit slip active in folder dikhana padega.",DEADLINE_SET
"Bhai, Agricultural Fertilizer (Liquid Organic NPK Canisters) ka critical consignment hai.",COMPLIANCE_NOTE
Route me Avoid broken concrete pathways and rough diversion patches entirely follow karna aur Strictly before 10:00 AM tak deliver kar dena.,DEADLINE_SET
"Shock-sensitive cargo, high-security padlock, fragile maintain rakhna, checkpost pe MSDS sheet attached with physical dispatch checklist data check hoga.",HANDLING_INSTRUCTION
Attention driver saab: Medical Gas Cylinders (Oxygen) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Avoid city flyovers, follow heavy transport corridor se jana hai.",ROUTE_RESTRICTION
Unloading target By late evening hai.,VEHICLE_REQUIREMENT
"Standard palletized distribution, avoid stacking near wet cargo instructions follow karo aur e-Way Bill must match physical bundle count exactly at border check ready rakho.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
"Route path: Direct highway to city tech park, completely bypass local markets.",ROUTE_RESTRICTION
Deadlines: Early morning before 05:00 AM.,DEADLINE_SET
Over-Dimensional Heavy Cargo anchor tie framework matrix balancing protocol lagao aur factory checkpost pe Gate Pass & Triplicate Invoice copy needed at factory gate clear karwana.,COMPLIANCE_NOTE
"Dekho bhai, Pharmaceuticals (Life-Saving Vaccines) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Expressway system layout only, check under-clearance lines safe rahega.",ROUTE_RESTRICTION
Subah Morning slot (09:00 AM - 11:30 AM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Chilled container (Maintain 14°C to 18°C), zero moisture drop hai, and custom pe Material Gate Pass and Triplicate Unloading Voucher ready dikhana padega.",VEHICLE_REQUIREMENT
Attention driver saab: Pharmaceuticals (Oncology Infusion Bags) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly State Highway 10 only, avoid central blockades/protest routes se jana hai.",ROUTE_RESTRICTION
Unloading target By afternoon 03:00 PM hai.,DEADLINE_SET
"Moisture prevention, keep gunny bags well-ventilated instructions follow karo aur Transit Cover Insurance Copy & Custom Invoice record active ready rakho.",HANDLING_INSTRUCTION
"Suno driver saab, E-Commerce (Laptops & Tablets) ka load hamesha critical hota hai.",DEADLINE_SET
"State Highway 10 only, avoid central blockades/protest routes corridor hi lena and secure velocity maintain karke By morning 08:00 AM tak report karo.",ROUTE_RESTRICTION
"Product is Moisture-sensitive, individual vacuum packing protection, aur border par Bulk delivery list cross-verified, e-Way Bill copy on dashboard dikhana hoga.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Cargo: Frozen Food (Ready-to-Eat Meals).,HANDLING_INSTRUCTION
Route path: Avoid waterlogging-prone low underpasses completely.,ROUTE_RESTRICTION
Deadlines: Within 5 hours absolute transit limit.,DEADLINE_SET
"Flammable liquid protocols, strictly No Smoking allowed near the vehicle protocol lagao aur factory checkpost pe Breakage liability clause signed, e-Way Bill attached with documents clear karwana.",COMPLIANCE_NOTE
"Dekho bhai, Pharmaceuticals (Antibiotic Liquids) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, No highways during peak hours, outer bypass only safe rahega.",ROUTE_RESTRICTION
Subah Within 3 days (Long haul) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Shock-sensitive cargo, high-security padlock, fragile hai, and custom pe OTP verification authorization validation activated on terminal map dikhana padega.",HANDLING_INSTRUCTION
"Dekho bhai, Heavy Electricals (Industrial Gen-Sets) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, No low-clearance bridges, follow approved ODC route map safe rahega.",ROUTE_RESTRICTION
Subah By evening 06:30 PM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Shock-sensitive cargo, high-security padlock, fragile hai, and custom pe Breakage Policy Document & Delivery Challan signed by dispatcher dikhana padega.",COMPLIANCE_NOTE
"Bhai, Industrial Chemical (Caustic Soda) ka critical consignment hai.",COMPLIANCE_NOTE
Route me Avoid waterlogging-prone low underpasses completely follow karna aur Within 2 hours express emergency routing schedule tak deliver kar dena.,DEADLINE_SET
"Class 3 Flammable Liquid, zero ignition source zone maintain rakhna, checkpost pe Weight Bridge Slip (Kanta Parchi) mandatory at entry check hoga.",DEADLINE_SET
"Bhai, Poultry Feed Bags ka critical consignment hai.",COMPLIANCE_NOTE
Route me Bypass local market traffic zones completely follow karna aur Before 08:30 AM early slot tak deliver kar dena.,DEADLINE_SET
"Chilled container (Maintain 14°C to 18°C), zero moisture drop maintain rakhna, checkpost pe e-Way Bill must match physical bundle count exactly at border check check hoga.",COMPLIANCE_NOTE
"Dekho bhai, Frozen Food (Ice Cream Stock) loaded hai gaadi me.",HANDLING_INSTRUCTION
"Ring road mat lena, State Highway 10 only, avoid central blockades/protest routes safe rahega.",ROUTE_RESTRICTION
Subah Before afternoon 01:00 PM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Moisture-sensitive, individual vacuum packing protection hai, and custom pe Temperature Log Sheet mandatory for unloading clearance dikhana padega.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Direct express route, no unauthorized stops.",ROUTE_RESTRICTION
Strict unloading timing: Early morning before 05:00 AM.,DEADLINE_SET
"Setup Scratch-proofing blanket layers, corner edge bumpers installed checks, and checkpost processing ke liye Retail Invoice and Signed Inward Delivery Acknowledgement verified verified hona chahiye.",COMPLIANCE_NOTE
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Avoid residential areas, stick to notified commercial belts.",ROUTE_RESTRICTION
Strict unloading timing: Morning slot (09:30 AM - 12:00 PM).,DEADLINE_SET
"Setup Vitrified layout, palletizing tight bracing required checks, and checkpost processing ke liye Medical Supply Emergency Priority Authorization Document Pass verified verified hona chahiye.",COMPLIANCE_NOTE
Consignment category: Frozen Food (Ice Cream Stock).,HANDLING_INSTRUCTION
"Direct highway line, bypass chaotic weekend markets track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Before afternoon 12:30 PM.,DEADLINE_SET
"Take care of Shock-sensitive, air-suspension trailer routing.",DEADLINE_SET
"Keep NHAI Special Over-weight Permission, Form 9 active in portal handy on dashboard.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
Material details: E-Commerce Electronics (Smartphones).,DRIVER_ALERT
"Route map setting: Avoid city flyovers, follow heavy transport corridor.",ROUTE_RESTRICTION
Strict unloading timing: Within 3 days (Long haul).,VEHICLE_REQUIREMENT
"Setup Deep Freeze (-20°C), continuous temperature data logging checks, and checkpost processing ke liye Dairy Processing Plant Token & Quality Clearance Certificate verified verified hona chahiye.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Strictly follow high load ODC clearance maps, avoid low utility wires.",ROUTE_RESTRICTION
Strict unloading timing: Early morning before 04:00 AM.,DEADLINE_SET
"Setup Over-Dimensional Heavy Cargo anchor tie framework matrix balancing checks, and checkpost processing ke liye Phytosanitary Certificate & Custom Clearance Forms attached verified hona chahiye.",DEADLINE_SET
"Suno driver saab, Frozen Food (Ice Cream Stock) ka load hamesha critical hota hai.",HANDLING_INSTRUCTION
"Avoid newly laid asphalt patches, follow stable industrial bypass corridor hi lena and secure velocity maintain karke By morning 08:00 AM tak report karo.",DEADLINE_SET
"Product is Scratch-prone, secure individual padding inside container, aur border par Loading challan and toll receipts for reimbursement verification dikhana hoga.",VEHICLE_REQUIREMENT
"Suno driver saab, Agricultural Fertilizer (Liquid Organic NPK Canisters) ka load hamesha critical hota hai.",DEADLINE_SET
"Direct expressway routing, avoid long daylight congestion points corridor hi lena and secure velocity maintain karke Strictly before 09:00 AM tak report karo.",DEADLINE_SET
"Product is Highly Fragile medical diagnostic components, strict vibration sensor logs, aur border par Transit Cover Insurance Copy & Custom Invoice record active dikhana hoga.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Rural connectivity routes, verify bridge weight capacity before crossing.",DEADLINE_SET
Strict unloading timing: Strictly before 07:30 AM.,DEADLINE_SET
"Setup Corrosive substance, personal protective equipment for crew mandatory checks, and checkpost processing ke liye E-way Bill cross-verification active matching inventory code verified hona chahiye.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Route path: Dedicated emergency clearance route protocols.,ROUTE_RESTRICTION
Deadlines: Night delivery only (11:00 PM - 04:00 AM).,DEADLINE_SET
"Standard palletized distribution, avoid stacking near wet cargo protocol lagao aur factory checkpost pe Breakage liability clause signed, e-Way Bill attached with documents clear karwana.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Location ke liye Dedicated emergency clearance route protocols ka use karein aur Within 2 hours express emergency routing schedule tak har haal me pahuchein.,DEADLINE_SET
"Heavy stack, weatherproof multi-layer covering mandatory ka khyal rakhna, Temperature Log Sheet mandatory for unloading clearance sath hona chahiye.",HANDLING_INSTRUCTION
"Suno driver saab, FMCG Goods (Soap & Detergents Bulk) ka load hamesha critical hota hai.",DEADLINE_SET
"Standard distributor route, local city limits corridor hi lena and secure velocity maintain karke Before midnight tonight tak report karo.",DEADLINE_SET
"Product is Over-Dimensional Heavy Cargo anchor tie framework matrix balancing, aur border par e-Way Bill expires tonight, Form 9 required at state border checkpost dikhana hoga.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Cargo: Frozen Food (Ice Cream Stock).,HANDLING_INSTRUCTION
"Route path: State Highway 10 only, avoid central blockades/protest routes.",ROUTE_RESTRICTION
Deadlines: Next day morning delivery priority.,DEADLINE_SET
"Live animal priority tracking, specialized airflow ventilation matrix protocol lagao aur factory checkpost pe Loading challan and toll receipts for reimbursement verification clear karwana.",COMPLIANCE_NOTE
High-value target load hai.,VEHICLE_REQUIREMENT
Material details: Industrial Chemical (Flammable Solvent).,DEADLINE_SET
"Route map setting: High-security logistics route, avoid dark zones/isolated halts.",ROUTE_RESTRICTION
Strict unloading timing: Within 48 hours long-haul transit parameters.,DEADLINE_SET
"Setup Fragile, Glassware protocol, side foam padding required checks, and checkpost processing ke liye Dairy Processing Plant Token & Quality Clearance Certificate verified verified hona chahiye.",DEADLINE_SET
"Suno driver saab, Industrial Transformers (Substation Units) ka load hamesha critical hota hai.",DEADLINE_SET
"Direct highway to city tech park, completely bypass local markets corridor hi lena and secure velocity maintain karke By evening 06:30 PM tak report karo.",DEADLINE_SET
"Product is Over-Dimensional Heavy Cargo anchor tie framework matrix balancing, aur border par MSDS (Material Safety Data Sheet) attached to the bill dikhana hoga.",COMPLIANCE_NOTE
"Dekho bhai, Fresh Milk (Bulk Tanker) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Bypass congested market zones completely, use highway loop rings safe rahega.",ROUTE_RESTRICTION
Subah Within 48 hours long-haul transit parameters se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal HAZMAT Class 3, Spark-proof kit mandatory in cabin hai, and custom pe Gate Pass & Triplicate Invoice copy needed at factory gate dikhana padega.",COMPLIANCE_NOTE
"Bhai, Luxury Motorcycles ka critical consignment hai.",COMPLIANCE_NOTE
"Route me Expressway system layout only, check under-clearance lines follow karna aur Within 36 hours transit window tak deliver kar dena.",DEADLINE_SET
"Heavy weight balanced vertical blocks, lock steel clamp array maintain rakhna, checkpost pe Breakage liability clause signed, e-Way Bill attached with documents check hoga.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
"Route path: Shortest state highway links, skip city commercial bottlenecks.",ROUTE_RESTRICTION
Deadlines: Morning slot (09:30 AM - 12:00 PM).,DEADLINE_SET
"Moisture-sensitive, individual vacuum packing protection protocol lagao aur factory checkpost pe Temperature Log Audit Sheet attached with dispatch tracking file clear karwana.",HANDLING_INSTRUCTION
"Suno driver saab, Heavy Electricals (Industrial Gen-Sets) ka load hamesha critical hota hai.",DEADLINE_SET
Avoid waterlogging-prone low underpasses completely corridor hi lena and secure velocity maintain karke Within 8 hours maximum delivery target tak report karo.,DEADLINE_SET
"Product is HAZMAT Class 9, Temperature monitored, dry zone packaging, aur border par NHAI Special Over-weight Permission, Form 9 active in portal dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Heavy Electricals (Power Grid Panels) ka load hamesha critical hota hai.",DEADLINE_SET
"Avoid newly laid asphalt patches, follow stable industrial bypass corridor hi lena and secure velocity maintain karke Afternoon slot (02:00 PM - 05:00 PM) tak report karo.",DEADLINE_SET
"Product is Highly Fragile, Air-suspension vehicle tracking required, aur border par MSDS sheet attached with physical dispatch checklist data dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Live Poultry (Day-Old Hatchlings) ka load hamesha critical hota hai.",DEADLINE_SET
"Expressway system layout only, check under-clearance lines corridor hi lena and secure velocity maintain karke Within 2 hours max (Urgent replenishment) tak report karo.",DEADLINE_SET
"Product is Scratch-prone, secure individual padding inside container, aur border par Material Gate Pass and Triplicate Unloading Voucher ready dikhana hoga.",VEHICLE_REQUIREMENT
"Sir, ye logistics move urgent hai.",DEADLINE_SET
"Route path: Strictly follow high load ODC clearance maps, avoid low utility wires.",ROUTE_RESTRICTION
Deadlines: Before 04:00 PM closing.,DEADLINE_SET
"HAZMAT Non-Flammable Gas Class 2, high pressure locks verification protocol lagao aur factory checkpost pe Phytosanitary Certificate & Custom Clearance Forms attached clear karwana.",DEADLINE_SET
Attention driver saab: Industrial Chemical (Caustic Soda) delivery ke liye nikal chuka hai.,DEADLINE_SET
Strictly Avoid broken concrete pathways and rough diversion patches entirely se jana hai.,ROUTE_RESTRICTION
Unloading target Within 36 hours transit window hai.,DEADLINE_SET
"Over-Dimensional Cargo (ODC), Escort vehicle required instructions follow karo aur Animal husbandry product verification transit slip active in folder ready rakho.",ROUTE_RESTRICTION
"Sir, ye logistics move urgent hai.",DEADLINE_SET
"Route path: Bypass city local bottlenecks, stick to industrial ring.",ROUTE_RESTRICTION
Deadlines: Strictly before 09:00 AM.,DEADLINE_SET
"Flammable liquid protocols, strictly No Smoking allowed near the vehicle protocol lagao aur factory checkpost pe Dairy Processing Plant Token & Quality Clearance Certificate verified clear karwana.",DEADLINE_SET
"Suno driver saab, Pharmaceuticals (Antibiotic Liquids) ka load hamesha critical hota hai.",DEADLINE_SET
"Direct highway line, bypass chaotic weekend markets corridor hi lena and secure velocity maintain karke By morning 08:00 AM tak report karo.",DEADLINE_SET
"Product is Deep Freeze (-20°C), continuous temperature data logging, aur border par E-way Bill cross-verification active matching inventory code dikhana hoga.",COMPLIANCE_NOTE
Consignment category: Medical Equipment (MRI Machine Parts).,DEADLINE_SET
"Mumbai-Pune Expressway only, minimize transit jolts track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Within 36 hours transit window.,DEADLINE_SET
"Take care of Highly Fragile medical diagnostic components, strict vibration sensor logs.",DEADLINE_SET
Keep Digital OTP delivery system enablement check on driver device handy on dashboard.,HANDLING_INSTRUCTION
Attention driver saab: Medical Infrastructure (CT Scanner Component Parts) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Avoid narrow city inner circles, follow heavy clearance map se jana hai.",ROUTE_RESTRICTION
Unloading target By evening 04:30 PM hai.,DEADLINE_SET
"Ventilated container, stack max 4 crates high instructions follow karo aur E-way Bill cross-verification active matching inventory code ready rakho.",COMPLIANCE_NOTE
"Suno driver saab, Automotive Parts (Engine Blocks) ka load hamesha critical hota hai.",DEADLINE_SET
"State Highway 11 pathway corridor, avoid central local blockades corridor hi lena and secure velocity maintain karke By afternoon 03:00 PM tak report karo.",DEADLINE_SET
"Product is Enclosed car carrier, hydraulic lift usage, zero scratches protocol, aur border par Weight Bridge Slip (Kanta Parchi) mandatory at entry dikhana hoga.",VEHICLE_REQUIREMENT
"Dekho bhai, Frozen Food (Frozen Prawns for Export) loaded hai gaadi me.",HANDLING_INSTRUCTION
"Ring road mat lena, State Highway 11 pathway corridor, avoid central local blockades safe rahega.",ROUTE_RESTRICTION
Subah Within 4 hours express timeline se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Class 3 Flammable Liquid, zero ignition source zone hai, and custom pe Subsidy claim challan copy, Government allocation order form verified dikhana padega.",COMPLIANCE_NOTE
Consignment category: Pharmaceuticals (Insulin Pens).,COMPLIANCE_NOTE
"Direct express route, no unauthorized stops track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Before 08:30 AM early slot.,DEADLINE_SET
"Take care of Temperature sensitive, clean crates requirement.",DEADLINE_SET
Keep Agricultural Produce Marketing Committee (APMC) tax slip verified handy on dashboard.,DEADLINE_SET
"Suno driver saab, Construction Material (White Cement Bags) ka load hamesha critical hota hai.",DEADLINE_SET
Bypass local market traffic zones completely corridor hi lena and secure velocity maintain karke Before 04:00 PM closing tak report karo.,DEADLINE_SET
"Product is Highly Fragile, Air-suspension vehicle tracking required, aur border par Retail Invoice and Signed Inward Delivery Acknowledgement verified dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Paints & Solvents (Industrial Thinners) ka load hamesha critical hota hai.",DEADLINE_SET
"Avoid residential areas, stick to notified commercial belts corridor hi lena and secure velocity maintain karke Within 3 days (Long haul) tak report karo.",DEADLINE_SET
"Product is High Value, Tamper-evident digital seals, fragile handling, aur border par Weight Bridge Slip (Kanta Parchi) mandatory at entry dikhana hoga.",DEADLINE_SET
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Direct highway to city tech park, completely bypass local markets ka use karein aur Within 2 hours express emergency routing schedule tak har haal me pahuchein.",DEADLINE_SET
"Moisture-sensitive, individual vacuum packing protection ka khyal rakhna, MSDS (Material Safety Data Sheet) attached to the bill sath hona chahiye.",COMPLIANCE_NOTE
"Bhai, Heavy Electricals (Power Grid Panels) ka critical consignment hai.",COMPLIANCE_NOTE
"Route me State Highway 11 pathway corridor, avoid central local blockades follow karna aur By morning 08:00 AM tak deliver kar dena.",DEADLINE_SET
"Live animal priority tracking, specialized airflow ventilation matrix maintain rakhna, checkpost pe e-Way Bill must match physical bundle count exactly at border check check hoga.",COMPLIANCE_NOTE
Attention driver saab: Glass Bottles (Beverage Industry) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Bypass city local bottlenecks, stick to industrial ring se jana hai.",ROUTE_RESTRICTION
Unloading target By afternoon 03:00 PM hai.,DEADLINE_SET
"Highly Fragile medical diagnostic components, strict vibration sensor logs instructions follow karo aur Subsidy claim challan copy, Government allocation order form verified ready rakho.",COMPLIANCE_NOTE
"Suno driver saab, Heavy Electricals (Industrial Gen-Sets) ka load hamesha critical hota hai.",DEADLINE_SET
"Shortest market linkage highway, bypass state checkpoint traffic lines corridor hi lena and secure velocity maintain karke Morning slot (09:30 AM - 12:00 PM) tak report karo.",DEADLINE_SET
"Product is Shock-sensitive cargo, high-security padlock, fragile, aur border par Medical Supply Emergency Priority Authorization Document Pass verified dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, E-Commerce Apparel (Festival Season Sale) ka load hamesha critical hota hai.",DEADLINE_SET
"NH-62 ODC corridor, strictly avoid sharp hairpin bends corridor hi lena and secure velocity maintain karke By evening 06:30 PM tak report karo.",DEADLINE_SET
"Product is Shock-sensitive cargo, high-security padlock, fragile, aur border par Bulk delivery list cross-verified, e-Way Bill copy on dashboard dikhana hoga.",COMPLIANCE_NOTE
Consignment category: Agricultural Fertilizer (Granular Urea Packs).,COMPLIANCE_NOTE
"Direct highway line, bypass chaotic weekend markets track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Within 4 hours express timeline.,DEADLINE_SET
"Take care of Highly Fragile, Air-suspension vehicle tracking required.",DEADLINE_SET
Keep Digital OTP delivery system enablement check on driver device handy on dashboard.,HANDLING_INSTRUCTION
"Dekho bhai, Paints & Solvents (Industrial Thinners) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, High-security logistics route, avoid dark zones/isolated halts safe rahega.",ROUTE_RESTRICTION
Subah By afternoon 03:00 PM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Deep Freeze (-18°C), Fragile packaging hai, and custom pe Breakage Policy Document & Delivery Challan signed by dispatcher dikhana padega.",COMPLIANCE_NOTE
"Dekho bhai, Pharmaceuticals (Life-Saving Vaccines) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Monitored container track route, direct arterial expressway link safe rahega.",ROUTE_RESTRICTION
Subah Night delivery only (11:00 PM - 04:00 AM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Chilled container (Maintain 14°C to 18°C), zero moisture drop hai, and custom pe Temperature Log Audit Sheet attached with dispatch tracking file dikhana padega.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye State Highway 10 only, avoid central blockades/protest routes ka use karein aur Morning 11:00 AM sharp tak har haal me pahuchein.",ROUTE_RESTRICTION
"HAZMAT Class 9, Temperature monitored, dry zone packaging ka khyal rakhna, Transit Insurance Policy copy & Custom Clearance Docs in cabin sath hona chahiye.",HANDLING_INSTRUCTION
"Bhai, Medical Gas Cylinders (Oxygen) ka critical consignment hai.",COMPLIANCE_NOTE
"Route me NH-62 ODC corridor, strictly avoid sharp hairpin bends follow karna aur Morning 10:00 AM sharp tak deliver kar dena.",DEADLINE_SET
"Over-Dimensional Cargo (ODC), Escort vehicle required maintain rakhna, checkpost pe Medical Supply Emergency Priority Authorization Document Pass verified check hoga.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Route path: Dedicated emergency clearance route protocols.,ROUTE_RESTRICTION
Deadlines: Within 2 hours max (Urgent replenishment).,DEADLINE_SET
"Moisture-sensitive, individual vacuum packing protection protocol lagao aur factory checkpost pe Bulk Delivery Manifest & Store Inward Voucher verified clear karwana.",DEADLINE_SET
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Maal hai Frozen Food (Ice Cream Stock).,HANDLING_INSTRUCTION
"Location ke liye High-security logistics route, avoid dark zones/isolated halts ka use karein aur Before 08:30 AM early slot tak har haal me pahuchein.",DEADLINE_SET
"Shock-sensitive, air-suspension trailer routing ka khyal rakhna, OTP Verification on Delivery, e-Way Bill status must be Active sath hona chahiye.",COMPLIANCE_NOTE
"Dekho bhai, Frozen Food (Frozen Meat Patties) loaded hai gaadi me.",HANDLING_INSTRUCTION
"Ring road mat lena, Avoid waterlogging-prone low underpasses completely safe rahega.",ROUTE_RESTRICTION
Subah By morning 09:00 AM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Spill protection sealing framework check, stack limit vertical caps hai, and custom pe NHAI heavy cargo dimension clearance permit active in fleet system dikhana padega.",DEADLINE_SET
Consignment category: Agricultural Seeds Bulk.,COMPLIANCE_NOTE
"Standard distributor route, local city limits track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is By morning 08:00 AM.,DEADLINE_SET
"Take care of Scratch-proofing blanket layers, corner edge bumpers installed.",DEADLINE_SET
Keep Agricultural Produce Marketing Committee (APMC) tax slip verified handy on dashboard.,DEADLINE_SET
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye No low-clearance bridges, follow approved ODC route map ka use karein aur By evening 06:30 PM tak har haal me pahuchein.",DEADLINE_SET
"Heavy Load, Secure Tie-Downs, anti-rust tarp covering ka khyal rakhna, MSDS (Material Safety Data Sheet) attached to the bill sath hona chahiye.",COMPLIANCE_NOTE
"Suno driver saab, Agricultural Fertilizer (Liquid Organic NPK Canisters) ka load hamesha critical hota hai.",DEADLINE_SET
"Smooth asphalt highway only, skip rough diversion bypass corridor hi lena and secure velocity maintain karke Within 24 hours transit window tak report karo.",DEADLINE_SET
"Product is Corrosive substance, personal protective equipment for crew mandatory, aur border par Weight Bridge Slip (Kanta Parchi) mandatory at entry dikhana hoga.",DEADLINE_SET
Consignment category: Pharmaceuticals (Life-Saving Vaccines).,COMPLIANCE_NOTE
"NH-62 ODC corridor, strictly avoid sharp hairpin bends track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is By evening 04:30 PM.,DEADLINE_SET
"Take care of Heavy stack, weatherproof multi-layer covering mandatory.",DEADLINE_SET
Keep Transit Cover Insurance Copy & Custom Invoice record active handy on dashboard.,HANDLING_INSTRUCTION
Consignment category: E-Commerce (Laptops & Tablets).,COMPLIANCE_NOTE
"NH-62 ODC corridor, strictly avoid sharp hairpin bends track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Morning slot (09:30 AM - 12:00 PM).,DEADLINE_SET
"Take care of No sharp tools for loading, keep base dry.",HANDLING_INSTRUCTION
Keep Medical Supply Emergency Priority Authorization Document Pass verified handy on dashboard.,HANDLING_INSTRUCTION
Consignment category: Frozen Food (Frozen Prawns for Export).,HANDLING_INSTRUCTION
"State Highway 10 only, avoid central blockades/protest routes track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Within 8 hours maximum delivery target.,DEADLINE_SET
"Take care of Deep Freeze (-18°C), Fragile packaging.",DEADLINE_SET
Keep E-way Bill cross-verification active matching inventory code handy on dashboard.,COMPLIANCE_NOTE
"Suno driver saab, Medical Gas Cylinders (Oxygen) ka load hamesha critical hota hai.",DEADLINE_SET
"State Highway 10 only, avoid central blockades/protest routes corridor hi lena and secure velocity maintain karke Before 01:00 PM afternoon tak report karo.",DEADLINE_SET
